id,year,NDVI_08,NDVI_09,NDVI_10,NDVI_11,NDVI_12,NDVI_01,NDVI_02,NDVI_03,NDVI_04,NDVI_05,NDVI_06,NDVI_07,Cover_crop
1.0,2019.0,0.1915402905535173,0.1814708216374629,0.159934662758861,0.3748887188878553,0.8737553621655281,0.8903055637723937,0.4277235221698505,0.2654496532982222,0.845153001302509,0.8651710773197873,0.7556010464760236,0.3060023925419038,double
1.0,2020.0,0.2032584921354875,0.1352152301184017,0.1290167769943953,0.304073907660023,0.7099396032660442,0.9225299625332228,0.8175769011095648,0.1762875077984518,0.8027000397335204,0.849490103039063,0.7919711722027382,0.3475401789731401,double
1.0,2021.0,0.1691629845582647,0.139297522890757,0.1765054360961394,0.3247168856411964,0.7858387135001025,0.9185306373158288,0.1411067312540088,0.163198165154937,0.579803619273737,0.5388641740653648,0.4334748738122017,0.1743699425514335,double
1.0,2022.0,0.1223076861139823,0.1174799157763069,0.1275005760738231,0.1615528373965991,0.6202892395766679,0.6987615439441097,0.6051847400485187,0.1369626594872783,0.4731086128721852,0.5501601070391865,0.4983017362881923,0.2450079772762047,double
2.0,2019.0,0.1897366617859955,0.1948175516723513,0.1711735574077852,0.4906877134917702,0.9044670259187756,0.7452705472876319,0.1964189260911795,0.7915903601531462,0.8844255213102958,0.8504525193702139,0.3899924577671321,0.187596790712347,double
2.0,2020.0,0.1901088561619341,0.1887198146036922,0.156358592181399,0.207303463413156,0.8804348198592215,0.9152764248682356,0.4870031304242716,0.5669663389683937,0.8900692932206561,0.8465823453108913,0.7149241335622556,0.2596889446368438,double
2.0,2021.0,0.1754697383610561,0.1520530058281472,0.1462667940010279,0.40464851875885,0.8612880568489967,0.844009765233039,0.1280736045676858,0.3724819818210044,0.5805118460553876,0.5196753017674854,0.150681652233817,0.1351862951395122,double
2.0,2022.0,0.1276352181933608,0.1276600169592043,0.1177203417127226,0.2557323355512095,0.6130014061845606,0.6364457783949256,0.300038391895465,0.313238396411381,0.6119666469714359,0.6021151852710231,0.5496044351955768,0.2517783260369395,double
3.0,2019.0,0.1345575775401068,0.1230089218362453,0.1133590273356134,0.6463117300391635,0.8816228054072821,0.830230151469347,0.2329962732939161,0.1847757030229605,0.7647247520030959,0.7592555698612303,0.5293315508798193,0.2206051353310484,double
3.0,2020.0,0.1773804003166469,0.1575511086394728,0.1221022836188181,0.2341329691466429,0.8455335061276357,0.863339929417144,0.1561626634249837,0.710809199343779,0.71717230640186,0.5800540640147926,0.2611211376817557,0.2032269553410455,double
3.0,2021.0,0.1559330098651274,0.1289128185056299,0.2824221511944284,0.8809344700915984,0.862675432894887,0.1746622066922824,0.3456996888309902,0.421510229432824,0.2617581848190012,0.1398738186888076,0.1172418089645457,0.0998600674488221,double
3.0,2022.0,0.099542756821657,0.0902655323980186,0.1343520705584945,0.4808304106771295,0.6103844807812161,0.3870223123578438,0.1224318283531615,0.4352283886902657,0.4816940012268332,0.3865417605447694,0.1467893172609802,0.1287927910507105,double
4.0,2019.0,0.1632294273134312,0.14495492927621,0.1425515969388625,0.4507106914532405,0.824209229028197,0.6550292861730531,0.1451892707520345,0.6049314692982203,0.6177705201774686,0.3387726708872726,0.2313699088680335,0.1424101068815645,double
4.0,2020.0,0.1326433100712473,0.1271109284085568,0.1340162306729382,0.2693933832358055,0.8866340122387314,0.8812024984652869,0.1435185112605378,0.8204266964779833,0.6486460740179221,0.5237374320718604,0.214853629781984,0.1852189810401454,double
4.0,2021.0,0.1489724949470362,0.1403586913453392,0.3720991746904541,0.8737733020178671,0.769996504837258,0.208893758010481,0.4072901230431781,0.3746511264933681,0.2317463799304657,0.1647135004215872,0.1280255145063989,0.0900687004955174,double
4.0,2022.0,0.1019528461261391,0.1024944149421105,0.161325225069675,0.5657265914309156,0.520722218607226,0.1420580204317556,0.1136474316000633,0.4454258363721373,0.4384538672540642,0.2695594064972081,0.1459903546515282,0.1171266264446313,double
5.0,2019.0,0.1847226793110437,0.2007960576669443,0.1626960712321651,0.6841992140324271,0.8717439963088791,0.8623797002348513,0.1376175996751553,0.4405856958798496,0.8409163404354688,0.8769615881637591,0.5572800534239737,0.2153920278624481,double
5.0,2020.0,0.1944682966369682,0.1833746079652322,0.1432473875368488,0.2101307502178983,0.8640720682012218,0.9254830255144292,0.7395193301403933,0.5691722615523721,0.9019361845968532,0.8425372102866698,0.7992292500873169,0.2925128260749884,double
5.0,2021.0,0.1635955451168283,0.1447058629472715,0.2168207177510644,0.8101496772425815,0.8789056130644679,0.509745864206999,0.3893998934660929,0.5550519760659027,0.5612627506826822,0.324437135931444,0.139831543245085,0.1360119314560616,double
5.0,2022.0,0.1275896528578961,0.1309994996247151,0.1186064206227555,0.2328491892447034,0.6418051667435841,0.5823945709901278,0.5456034894810068,0.2186444270222771,0.5134392999667015,0.5672446247467341,0.4905988395904375,0.1740376989775964,double
6.0,2019.0,0.1859158572745066,0.198458275998245,0.1483818529876497,0.8252039182424377,0.9445588976542044,0.4298242212587059,0.2307032242793239,0.8524251227335712,0.8281293386151766,0.5736401928321632,0.2966734400124358,0.2125325038225353,double
6.0,2020.0,0.1870907296249559,0.1423302015178774,0.1255280856643413,0.1997483496241394,0.818762497252103,0.9242959049931108,0.5279887058153356,0.7995583320489995,0.8673230369845482,0.8439451703365739,0.5137242844475258,0.2569298188129138,double
6.0,2021.0,0.1809890497380518,0.1316350783196705,0.1990775434772459,0.8324819898273872,0.8711443302856163,0.2485713364415835,0.5649306944650877,0.5838811332209891,0.5801383859299307,0.2149202978612824,0.1483928465327239,0.137717688324255,double
6.0,2022.0,0.1061422928580386,0.1036916911078109,0.1151062482958557,0.3334309561350334,0.6801035668897859,0.3087504082944716,0.1029892599250443,0.3308764089415357,0.6135999955735805,0.5285323778842117,0.2516134941286705,0.1801601074967716,double
7.0,2019.0,0.1609037991607908,0.1516611678057918,0.1892590441912638,0.8908996916807806,0.8973738070311099,0.7098084102717692,0.1436681833902403,0.6369359638600186,0.8335945470856289,0.8112946667281754,0.3687936272053366,0.2184947413688105,double
7.0,2020.0,0.2046525243795443,0.1447810682634003,0.1272922751930432,0.2131671226685412,0.876982455311155,0.9159626869507356,0.5349380634391123,0.3680355434448072,0.8425162754634844,0.8517425648636249,0.6749976039908093,0.2288160564402542,double
7.0,2021.0,0.1648243377265213,0.1263590590348326,0.1940049891308784,0.484746176089487,0.877822326168479,0.2464342692578638,0.3908658269550677,0.575893058113669,0.556636674450143,0.2614638576906961,0.1460103004285551,0.1434227048872341,double
7.0,2022.0,0.1316112269369628,0.1205567683605252,0.1317699357839087,0.4857176328701861,0.6868453850588453,0.697068339754618,0.4188185669925811,0.3199008553059821,0.6331750290062477,0.5866224671190938,0.5108185093274853,0.1691599910905254,double
